Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000126453.11	226	237	223	193	199	204
ENSG00000126456.16	635	782	691	734	633	847
ENSG00000126457.22	2897	3271	3310	2070	2074	2500
ENSG00000126458.4	110	145	98	64	64	85
ENSG00000126460.11	121	129	131	105	134	115
ENSG00000126461.15	2386	3427	3025	2780	2201	3226
ENSG00000126464.15	2145	3349	2680	2381	1691	2363
ENSG00000126467.11	0	0	0	0	0	0
ENSG00000126500.4	0	0	1	0	0	0
ENSG00000126522.17	312	327	368	227	226	281
ENSG00000126524.12	749	1011	869	672	764	890
ENSG00000126545.14	0	0	0	0	0	0
ENSG00000126549.11	0	0	0	0	0	0
ENSG00000126550.10	0	0	0	0	0	0
ENSG00000126561.18	11	2	6	3	1	6
ENSG00000126562.17	13	20	13	20	22	12
ENSG00000126581.13	905	1093	1007	878	740	935
ENSG00000126583.12	28	27	26	38	32	38
ENSG00000126602.11	7402	8724	8222	5871	4793	6865
ENSG00000126603.9	3	6	2	3	0	2
ENSG00000126653.18	1283	1579	1335	1315	982	1376
ENSG00000126698.11	1050	1079	1019	755	684	794
ENSG00000126705.15	178	294	238	240	138	217
ENSG00000126709.16	75	85	81	33	48	51
ENSG00000126733.22	0	0	0	0	0	0
ENSG00000126746.18	149	232	218	223	159	254
ENSG00000126749.17	104	172	157	137	127	117
ENSG00000126752.8	0	1	0	0	1	2
ENSG00000126756.12	336	337	419	192	289	302
ENSG00000126759.14	9	10	6	11	6	6
ENSG00000126767.18	279	294	324	254	200	249
ENSG00000126768.13	826	829	1017	347	417	445
ENSG00000126773.13	642	696	661	783	571	832
ENSG00000126775.9	283	387	337	457	322	473
ENSG00000126777.18	8733	10400	9113	8913	7269	9469
ENSG00000126778.12	41	62	55	35	39	52
ENSG00000126785.13	0	0	1	0	0	0
ENSG00000126787.13	1636	1684	1621	1707	1521	2112
ENSG00000126790.12	246	273	258	289	229	257
ENSG00000126803.10	179	196	203	143	99	158
ENSG00000126804.14	1828	2044	2074	2236	1859	2459
ENSG00000126814.7	487	696	609	635	583	736
ENSG00000126821.8	349	399	416	265	259	374
ENSG00000126822.18	2489	3706	3072	3154	2352	3044
ENSG00000126838.10	38	60	41	82	70	91
ENSG00000126856.16	1	1	3	3	1	4
ENSG00000126858.19	117	138	125	159	120	187
ENSG00000126860.12	0	0	0	0	0	0
ENSG00000126861.5	0	0	0	0	0	0
ENSG00000126870.16	728	797	834	836	677	823
ENSG00000126878.13	822	809	841	423	430	527
ENSG00000126882.14	6	5	10	11	8	8
ENSG00000126883.19	1625	1914	1919	1867	1493	2042
ENSG00000126890.14	0	0	0	0	0	0
ENSG00000126895.16	0	0	0	0	0	2
ENSG00000126903.16	283	330	356	305	216	320
ENSG00000126934.15	721	970	898	740	563	726
ENSG00000126945.9	3183	2544	2911	1994	2363	2781
ENSG00000126947.13	200	220	219	150	205	268
ENSG00000126950.8	0	0	0	0	0	0
ENSG00000126953.8	23	16	17	14	18	15
ENSG00000126970.17	1	0	0	0	0	1
ENSG00000127022.16	28312	29843	28066	18745	20289	27040
ENSG00000127054.22	584	722	689	552	470	474
ENSG00000127074.15	0	0	0	0	0	0
ENSG00000127080.10	675	767	786	725	592	791
ENSG00000127081.14	173	225	188	140	146	181
ENSG00000127083.8	0	0	0	0	0	0
ENSG00000127084.19	400	502	469	474	390	411
ENSG00000127124.16	769	1127	1037	919	637	884
ENSG00000127125.9	587	598	624	552	421	552
ENSG00000127129.10	2	0	0	0	1	0
ENSG00000127152.18	136	151	187	104	94	119
ENSG00000127184.13	504	458	547	209	231	268
ENSG00000127191.18	441	660	601	617	447	590
ENSG00000127220.6	10	13	7	5	3	8
ENSG00000127241.18	0	1	2	0	0	0
ENSG00000127249.15	17	18	11	21	20	26
ENSG00000127252.7	0	0	0	0	0	0
ENSG00000127311.10	421	476	427	469	391	544
ENSG00000127314.18	240	312	294	123	127	178
ENSG00000127318.11	0	0	0	0	0	0
ENSG00000127324.9	0	0	0	0	0	0
ENSG00000127325.19	0	0	0	0	0	1
ENSG00000127328.22	438	512	475	496	388	591
ENSG00000127329.16	0	0	3	2	0	0
ENSG00000127334.11	296	371	327	309	228	291
ENSG00000127337.7	298	317	271	271	240	349
ENSG00000127362.2	3	1	2	11	2	9
ENSG00000127364.4	0	3	0	1	5	2
ENSG00000127366.5	9	11	6	15	7	23
ENSG00000127377.10	0	2	0	1	0	0
ENSG00000127399.15	67	62	69	58	54	62
ENSG00000127412.7	0	0	0	0	0	0
ENSG00000127415.13	37	47	35	58	38	49
ENSG00000127418.15	155	203	197	164	125	156
ENSG00000127419.17	39	54	51	81	74	54
ENSG00000127423.11	81	111	109	97	71	118
ENSG00000127445.14	333	380	375	203	171	222
ENSG00000127452.9	44	40	58	57	64	64
ENSG00000127463.16	1207	1394	1383	1143	1144	1490
ENSG00000127472.11	0	0	0	0	0	0
ENSG00000127481.15	7212	9132	8367	7868	6696	9079
ENSG00000127483.19	1496	1970	1785	1825	1488	2074
ENSG00000127507.18	4	5	1	0	0	3
ENSG00000127511.10	878	1050	1104	1486	963	1279
ENSG00000127515.3	0	0	0	0	0	0
ENSG00000127526.15	220	368	346	258	206	240
ENSG00000127527.14	1207	1721	1654	1493	1204	1561
ENSG00000127528.6	3	4	2	6	3	4
ENSG00000127529.7	0	0	0	0	0	0
ENSG00000127530.4	0	0	0	0	0	0
ENSG00000127533.4	0	0	0	0	0	0
ENSG00000127540.12	0	0	0	0	0	0
ENSG00000127554.13	73	107	97	94	54	80
ENSG00000127561.16	2	5	2	3	1	5
ENSG00000127564.17	756	942	918	672	630	754
ENSG00000127578.7	3	11	6	7	7	10
ENSG00000127580.17	299	406	370	321	240	300
ENSG00000127585.12	84	185	184	150	108	147
ENSG00000127586.17	652	855	798	868	611	837
ENSG00000127588.5	3	1	3	0	0	0
ENSG00000127603.32	4085	5087	4311	5839	4164	5567
ENSG00000127616.21	6709	8841	7977	6297	5254	7011
ENSG00000127663.15	496	717	600	548	374	520
ENSG00000127666.11	63	84	95	84	60	83
ENSG00000127720.8	173	179	201	188	139	254
ENSG00000127743.6	0	0	0	0	0	1
ENSG00000127774.7	88	111	127	36	53	62
ENSG00000127780.3	0	0	0	0	0	0
ENSG00000127804.13	868	1077	976	797	715	973
ENSG00000127824.15	86	144	136	90	89	115
ENSG00000127831.11	18	9	17	16	16	13
ENSG00000127837.10	3261	3694	3543	2081	2141	2657
ENSG00000127838.15	766	835	836	618	524	712
ENSG00000127863.16	1	0	1	2	0	1
ENSG00000127870.17	1077	1368	1268	1083	838	1178
ENSG00000127884.5	1960	2684	2395	1652	1840	2204
ENSG00000127903.14	0	0	0	0	0	0
ENSG00000127914.19	10490	12069	11365	12883	9935	12525
ENSG00000127920.6	0	0	0	0	0	0
ENSG00000127922.10	4083	3936	4004	2072	2292	2661
ENSG00000127928.13	0	4	7	7	11	4
ENSG00000127946.17	1625	2155	1967	1542	1253	1637
ENSG00000127947.16	572	654	704	776	626	917
ENSG00000127948.16	845	939	905	657	652	849
ENSG00000127951.8	0	0	0	0	0	0
ENSG00000127952.17	403	406	414	420	335	451
ENSG00000127954.13	16	4	20	15	13	7
ENSG00000127955.17	1	0	1	0	0	0
ENSG00000127980.16	817	969	853	1018	886	1215
ENSG00000127989.14	158	163	174	133	145	183
ENSG00000127990.19	427	408	485	302	277	373
ENSG00000127993.16	225	264	289	253	223	274
ENSG00000127995.17	452	521	464	578	458	606
ENSG00000128000.17	139	110	130	204	163	225
ENSG00000128011.5	23	34	43	45	26	32
ENSG00000128016.7	16	22	21	15	8	10
ENSG00000128039.13	20	26	24	7	21	28
ENSG00000128040.12	0	0	0	3	2	0
ENSG00000128045.7	1	12	4	4	3	8
ENSG00000128050.9	2305	2162	2367	1613	1832	2305
ENSG00000128052.10	7	4	1	6	2	3
ENSG00000128059.8	663	583	634	480	494	584
ENSG00000128159.12	458	657	586	807	570	773
ENSG00000128165.9	0	0	4	0	0	1
ENSG00000128185.10	94	110	138	88	77	99
ENSG00000128191.17	1248	1511	1547	1740	1295	1639
ENSG00000128203.7	2	3	0	0	2	1
ENSG00000128218.8	0	0	0	0	0	0
ENSG00000128228.5	313	369	393	181	190	263
ENSG00000128242.13	0	0	0	0	0	0
ENSG00000128245.15	1812	2025	1877	1173	1172	1481
ENSG00000128250.5	0	0	1	0	0	0
ENSG00000128253.16	8	12	13	13	4	8
ENSG00000128266.9	16	19	22	17	11	12
ENSG00000128268.12	0	1	0	1	1	0
ENSG00000128271.22	1	7	1	5	5	7
ENSG00000128272.18	1466	1520	1568	1315	1017	1366
ENSG00000128274.17	33	43	40	33	28	39
ENSG00000128276.10	0	0	0	0	0	0
ENSG00000128283.7	149	279	277	181	147	191
ENSG00000128284.20	6	8	7	4	9	11
ENSG00000128285.5	0	0	0	0	0	0
ENSG00000128294.16	63	65	84	60	46	73
ENSG00000128298.18	1	1	2	2	5	3
ENSG00000128309.17	56	81	86	67	60	66
ENSG00000128310.3	0	1	1	0	0	1
ENSG00000128311.14	189	234	226	122	122	144
ENSG00000128313.2	0	0	0	0	0	0
ENSG00000128322.7	0	0	0	0	0	0
ENSG00000128335.14	208	222	211	177	191	218
ENSG00000128340.16	2	1	2	0	0	1
ENSG00000128342.5	5	16	11	16	9	6
ENSG00000128346.11	0	2	1	2	1	3
ENSG00000128383.13	0	0	0	0	0	0
ENSG00000128394.17	16	13	11	7	15	12
ENSG00000128408.9	68	84	64	61	60	87
ENSG00000128422.18	6	11	10	2	5	9
ENSG00000128463.13	529	669	645	280	344	340
ENSG00000128482.16	1	2	1	2	2	1
ENSG00000128487.19	2347	2550	2533	2732	2207	2802
ENSG00000128510.12	0	0	0	0	1	0
ENSG00000128512.24	54	55	68	55	70	54
ENSG00000128513.16	56	59	76	63	69	66
ENSG00000128519.3	0	0	0	0	0	0
ENSG00000128524.5	1846	1524	1553	443	536	620
ENSG00000128534.8	750	611	725	393	479	592
ENSG00000128536.16	4	9	7	9	6	3
ENSG00000128563.13	403	461	414	357	294	358
ENSG00000128564.8	634	767	803	482	432	639
ENSG00000128567.17	184	237	257	210	186	230
ENSG00000128573.28	0	0	0	0	0	0
ENSG00000128578.10	142	151	132	208	158	206
ENSG00000128581.17	359	471	456	202	210	250
ENSG00000128585.18	779	787	815	768	759	1024
ENSG00000128590.5	65	80	93	95	104	175
ENSG00000128591.16	2	1	12	3	8	4
ENSG00000128594.8	0	0	1	0	0	0
ENSG00000128595.17	6269	6272	6077	4503	5135	6350
ENSG00000128596.17	498	579	592	771	468	752
ENSG00000128602.11	0	2	0	1	0	0
ENSG00000128604.21	84	102	85	103	102	124
ENSG00000128606.13	1	0	1	2	1	0
ENSG00000128607.14	606	649	716	485	449	674
ENSG00000128609.16	222	245	261	152	159	146
ENSG00000128610.12	0	2	0	0	0	0
ENSG00000128617.3	0	0	0	0	0	1
ENSG00000128626.12	36	44	41	33	27	16
ENSG00000128641.19	3135	3874	3629	2817	2746	3823
ENSG00000128645.15	1	0	1	0	2	1
ENSG00000128652.12	0	0	0	0	0	0
ENSG00000128654.14	471	568	597	523	515	647
ENSG00000128655.19	13	11	19	19	15	21
ENSG00000128656.15	259	376	347	271	233	337
ENSG00000128683.14	134	207	212	269	174	235
ENSG00000128694.12	69	69	68	63	64	99
ENSG00000128699.14	96	101	82	44	50	55
ENSG00000128708.13	3366	3664	3183	2209	2556	3339
ENSG00000128709.13	0	0	0	0	0	0
ENSG00000128710.6	0	0	0	0	0	0
ENSG00000128713.14	1	1	0	0	0	0
ENSG00000128714.6	0	0	0	0	0	0
ENSG00000128731.18	1653	1707	1812	2028	1561	2026
ENSG00000128739.23	3	5	9	1	7	5
ENSG00000128789.22	72	79	91	62	66	80
ENSG00000128791.12	243	206	216	146	143	149
ENSG00000128805.15	10	22	15	22	7	18
ENSG00000128815.20	17	32	22	33	26	40
ENSG00000128829.12	1142	1531	1293	1129	947	1280
ENSG00000128833.13	6300	7743	7359	7956	6264	8376
ENSG00000128849.11	362	417	351	315	278	362
ENSG00000128872.10	98	115	145	114	107	189
ENSG00000128881.18	214	267	246	285	222	303
ENSG00000128886.12	403	408	381	416	326	445
ENSG00000128891.17	48	64	79	50	54	49
ENSG00000128908.19	2282	3162	2874	2495	1956	2627
ENSG00000128915.12	316	368	328	422	339	458
ENSG00000128917.8	4	10	10	11	7	10
ENSG00000128918.15	14	20	15	21	12	13
ENSG00000128923.11	157	188	182	201	176	213
ENSG00000128928.10	668	750	748	615	536	743
ENSG00000128944.14	1285	1389	1405	1210	1120	1433
ENSG00000128951.14	2269	2156	2034	1927	2162	2549
ENSG00000128965.13	7	22	12	16	36	27
ENSG00000128973.13	54	66	52	38	34	46
ENSG00000128989.11	2716	2729	2688	1500	1600	1942
ENSG00000129003.19	1955	2357	2150	3316	2738	3774
ENSG00000129007.16	19	18	27	37	25	40
ENSG00000129009.13	0	0	0	0	0	0
ENSG00000129028.9	45	42	40	54	56	77
ENSG00000129038.16	9	4	11	3	4	3
ENSG00000129048.7	0	0	0	0	0	0
ENSG00000129055.13	1122	886	909	404	477	538
ENSG00000129071.10	2347	2453	2204	2839	2183	2968
ENSG00000129083.13	2340	2872	2709	2345	2566	3430
ENSG00000129084.18	300	402	333	330	486	474
ENSG00000129103.19	2068	2016	1888	1396	1495	1671
ENSG00000129116.20	111	121	114	94	95	120
ENSG00000129128.13	281	416	378	243	259	316
ENSG00000129151.9	0	0	0	0	0	0
ENSG00000129152.4	0	0	0	0	0	0
ENSG00000129158.11	196	251	231	207	192	266
ENSG00000129159.9	6	2	10	8	1	2
ENSG00000129167.10	1	2	2	12	13	15
ENSG00000129170.10	0	1	0	0	0	0
ENSG00000129173.13	285	310	293	350	259	377
ENSG00000129187.15	161	170	173	111	124	143
ENSG00000129194.8	0	0	1	0	0	0
ENSG00000129195.16	162	217	179	146	157	129
ENSG00000129197.15	1040	987	1008	865	880	1093
ENSG00000129204.17	1	1	3	3	1	1
ENSG00000129214.15	3	1	0	3	6	5
ENSG00000129219.14	304	365	329	372	258	359
ENSG00000129221.16	0	0	0	0	0	0
ENSG00000129226.14	2	2	1	3	1	0
ENSG00000129235.11	504	567	514	206	287	270
ENSG00000129244.9	3	4	3	1	1	0
ENSG00000129245.13	1087	1152	1183	847	696	935
ENSG00000129250.12	5833	8404	7650	5978	4325	5812
ENSG00000129255.16	82	85	98	77	82	76
ENSG00000129292.21	1245	1305	1253	1489	1247	1641
ENSG00000129295.10	15	12	11	11	11	16
ENSG00000129315.11	542	718	645	518	437	612
ENSG00000129317.15	550	647	669	595	595	786
ENSG00000129347.21	1780	1926	1722	1637	1401	1819
ENSG00000129351.18	4874	6143	5659	5358	4113	5472
ENSG00000129353.15	942	1189	1210	896	840	1057
ENSG00000129354.12	3326	3392	3448	2507	2354	2832
ENSG00000129355.7	9	11	11	1	4	6
ENSG00000129422.15	602	989	814	923	789	1040
ENSG00000129437.11	3	4	2	8	1	8
ENSG00000129450.9	0	0	0	0	0	0
ENSG00000129451.12	0	0	0	0	0	3
ENSG00000129455.16	0	0	0	0	1	0
ENSG00000129460.17	1475	1648	1485	1040	1041	1265
ENSG00000129465.16	0	0	0	0	0	0
ENSG00000129467.14	2	1	4	1	0	4
ENSG00000129472.15	257	297	286	358	303	422
ENSG00000129473.11	33	44	42	41	36	58
ENSG00000129474.16	249	289	256	269	257	360
ENSG00000129480.13	87	99	69	78	63	106
ENSG00000129484.14	989	1058	1031	1114	994	1172
ENSG00000129493.15	1569	1714	1750	1727	1596	2097
ENSG00000129514.8	3424	4081	3753	2463	2096	3104
ENSG00000129515.20	989	1239	1111	1106	1149	1429
ENSG00000129518.10	1057	1269	1211	941	845	1142
ENSG00000129521.15	32	21	34	12	24	28
ENSG00000129534.14	1854	2389	2050	2990	2207	3202
ENSG00000129535.13	5	2	2	2	1	3
ENSG00000129538.14	0	0	0	0	0	0
ENSG00000129559.13	68	46	49	64	64	57
ENSG00000129562.11	365	361	478	198	209	235
ENSG00000129566.13	1462	1780	1755	2156	1550	2105
ENSG00000129595.14	21	18	17	23	10	9
ENSG00000129596.5	0	1	0	0	0	0
ENSG00000129625.13	1126	1398	1341	900	950	1043
ENSG00000129636.13	237	206	208	163	157	211
ENSG00000129646.16	177	167	211	239	165	193
ENSG00000129654.8	1	0	1	0	0	1
ENSG00000129657.16	600	758	758	526	469	613
ENSG00000129667.13	266	405	342	323	205	232
ENSG00000129673.10	0	1	1	0	0	0
ENSG00000129675.16	30	35	36	41	34	36
ENSG00000129680.16	1128	1362	1236	1064	855	1284
ENSG00000129682.16	32	30	34	13	19	28
ENSG00000129691.16	538	656	576	469	403	585
ENSG00000129696.13	440	448	508	361	338	391
ENSG00000129744.3	0	0	0	0	0	0
ENSG00000129749.3	5	0	6	4	5	1
ENSG00000129757.15	0	0	0	0	0	0
ENSG00000129810.15	289	365	339	357	320	472
ENSG00000129824.16	0	0	0	0	0	0
ENSG00000129862.7	0	0	0	0	0	0
ENSG00000129864.7	0	0	0	0	0	0
ENSG00000129873.8	0	0	0	0	0	0
ENSG00000129910.8	4	6	6	3	2	4
ENSG00000129911.9	10	6	16	5	11	4
ENSG00000129925.11	372	533	500	377	309	400
ENSG00000129932.10	71	76	106	62	44	51
ENSG00000129933.21	186	246	241	216	191	210
ENSG00000129946.11	1	6	1	8	5	9
ENSG00000129951.19	7	6	11	2	3	3
ENSG00000129965.15	0	0	0	0	0	0
ENSG00000129968.17	0	3	0	2	1	0
ENSG00000129988.6	0	0	0	0	0	0
ENSG00000129990.15	7	5	4	1	0	2
ENSG00000129991.13	3	5	4	7	1	4
ENSG00000129993.15	766	1228	1170	862	661	933
ENSG00000130005.13	38	50	42	34	31	28
ENSG00000130021.15	82	109	115	60	59	64
ENSG00000130023.16	115	122	122	164	134	142
ENSG00000130024.15	1499	1537	1568	1783	1431	1878
ENSG00000130032.17	0	0	0	0	0	0
ENSG00000130035.9	0	1	0	0	0	0
ENSG00000130037.5	0	0	0	0	0	0
ENSG00000130038.10	640	788	733	787	651	832
ENSG00000130045.17	18	23	12	19	10	19
ENSG00000130052.14	25	34	23	37	18	39
ENSG00000130054.5	22	41	33	33	25	39
ENSG00000130055.14	4	2	4	2	2	9
ENSG00000130066.17	281	245	274	284	225	306
ENSG00000130119.17	2875	3070	3021	2532	2325	3043
ENSG00000130147.16	151	208	181	131	115	131
ENSG00000130150.12	83	120	86	99	88	84
ENSG00000130158.14	1238	1565	1385	1417	1082	1349
ENSG00000130159.15	616	750	701	494	411	551
ENSG00000130164.14	2444	3056	3022	2728	2220	2902
ENSG00000130165.11	80	124	108	40	41	48
ENSG00000130167.14	2	0	1	1	0	0
ENSG00000130173.13	0	0	0	0	0	0
ENSG00000130175.10	5231	5772	5641	3996	4045	5258
ENSG00000130176.8	0	0	0	0	0	0
ENSG00000130177.16	583	718	749	665	603	785
ENSG00000130182.8	2	0	3	1	2	2
ENSG00000130193.8	119	133	142	60	75	91
ENSG00000130202.10	573	660	648	603	486	723
ENSG00000130203.10	289	336	261	276	295	414
ENSG00000130204.13	550	598	655	440	372	504
ENSG00000130208.10	41	50	55	14	33	35
ENSG00000130222.11	56	60	78	66	36	59
ENSG00000130224.15	0	2	2	0	0	0
ENSG00000130226.18	0	0	0	0	0	0
ENSG00000130227.17	898	1095	1056	865	705	959
ENSG00000130234.13	0	2	0	4	3	2
ENSG00000130244.13	96	141	141	131	103	136
ENSG00000130254.12	1915	2229	2139	1703	1448	2061
ENSG00000130255.13	4314	4494	4336	1787	1829	2147
ENSG00000130270.16	52	68	51	83	62	93
ENSG00000130283.9	20	21	22	9	9	23
ENSG00000130287.14	1	0	0	1	0	0
ENSG00000130294.18	213	306	291	235	184	242
ENSG00000130299.17	215	318	277	397	284	362
ENSG00000130300.9	1	0	0	0	0	0
ENSG00000130303.14	17	14	21	3	7	16
ENSG00000130304.17	66	80	81	85	53	60
ENSG00000130305.17	725	809	770	496	487	551
ENSG00000130307.12	1	0	3	0	0	3
ENSG00000130309.12	646	755	685	698	539	769
ENSG00000130311.11	82	68	78	52	52	66
ENSG00000130312.7	188	237	220	175	155	180
ENSG00000130313.7	122	168	173	102	103	136
ENSG00000130332.15	2442	2701	2345	2238	1966	3047
ENSG00000130338.13	832	1316	1189	1216	905	1156
ENSG00000130340.17	544	576	551	424	414	547
ENSG00000130347.13	396	349	360	315	306	342
ENSG00000130348.11	477	408	463	461	371	539
ENSG00000130349.10	653	669	636	422	397	529
ENSG00000130363.13	117	152	168	141	114	148
ENSG00000130368.7	0	0	0	0	0	0
ENSG00000130377.14	0	0	1	0	0	0
ENSG00000130382.9	518	874	789	505	408	518
ENSG00000130383.7	0	0	0	0	0	0
ENSG00000130385.6	0	0	0	0	0	0
ENSG00000130396.22	2755	3468	3204	3958	3082	4204
ENSG00000130402.14	1818	2318	2206	1722	1381	1972
ENSG00000130413.16	0	0	0	1	0	0
ENSG00000130414.13	1329	1417	1398	1182	1052	1288
ENSG00000130427.3	1	0	0	0	3	3
ENSG00000130429.16	3414	3672	3549	2699	2188	3069
ENSG00000130433.8	2	2	0	0	2	0
ENSG00000130449.6	271	286	309	316	216	325
ENSG00000130475.16	180	248	278	284	220	240
ENSG00000130477.16	10	14	16	18	10	17
ENSG00000130479.11	137	211	191	130	111	153
ENSG00000130487.9	0	5	2	0	0	0
ENSG00000130508.11	500	685	607	528	390	498
ENSG00000130511.16	22	40	38	37	34	38
ENSG00000130513.7	74	100	92	47	51	75
ENSG00000130517.14	82	97	99	86	78	110
ENSG00000130518.18	40	48	53	95	60	73
ENSG00000130520.11	2976	2693	2900	1101	1329	1424
ENSG00000130522.6	337	594	548	387	302	455
ENSG00000130528.12	16	26	15	19	17	17
ENSG00000130529.16	1218	1525	1507	1667	1314	1676
ENSG00000130538.6	0	0	0	0	0	0
ENSG00000130540.14	0	0	2	1	0	0
ENSG00000130544.12	175	211	223	187	174	199
ENSG00000130545.16	124	99	97	58	62	48
ENSG00000130558.20	475	583	523	303	307	416
ENSG00000130559.19	1485	2282	2010	1784	1300	1853
ENSG00000130560.9	514	689	667	594	461	648
ENSG00000130561.17	0	0	1	0	0	0
ENSG00000130584.12	297	469	472	435	260	371
ENSG00000130589.16	1226	2029	1809	1723	1302	1711
ENSG00000130590.14	20	14	22	19	15	20
ENSG00000130592.17	0	0	1	0	0	2
ENSG00000130595.19	0	0	0	0	1	0
ENSG00000130598.17	4	3	5	4	4	4
ENSG00000130635.17	81	127	88	120	111	134
ENSG00000130638.17	1031	1125	1101	707	733	903
ENSG00000130640.15	1204	1761	1583	1419	1081	1398
ENSG00000130643.9	0	0	1	0	0	0
ENSG00000130649.10	4	3	3	9	2	9
ENSG00000130653.16	106	135	127	196	127	128
ENSG00000130656.6	0	0	0	0	0	0
ENSG00000130669.17	1396	1852	1773	1208	1015	1340
ENSG00000130675.15	70	88	103	107	93	126
ENSG00000130684.14	824	965	845	1192	920	1165
ENSG00000130695.16	937	1063	1093	1243	949	1208
ENSG00000130699.20	944	1014	956	850	634	809
ENSG00000130700.7	0	0	0	0	0	0
ENSG00000130701.4	382	492	375	577	343	404
ENSG00000130702.15	2605	3892	3694	3680	2771	3371
ENSG00000130703.17	1464	1822	1833	1592	1237	1747
ENSG00000130706.13	2651	3080	3059	2007	1893	2262
ENSG00000130707.18	317	289	304	187	198	194
ENSG00000130711.5	0	0	0	0	0	0
ENSG00000130713.17	1484	1607	1419	1250	1108	1441
ENSG00000130714.19	506	587	556	464	424	545
ENSG00000130717.13	362	414	373	455	342	411
ENSG00000130720.13	22	30	21	14	16	30
ENSG00000130724.10	1999	1827	1896	1232	1254	1701
ENSG00000130725.8	717	797	748	324	293	361
ENSG00000130726.12	3980	4929	4841	3228	2932	4110
ENSG00000130731.16	85	136	103	64	75	67
ENSG00000130733.11	154	186	198	163	129	185
ENSG00000130734.10	220	313	287	278	217	283
ENSG00000130741.11	2454	2629	2632	2278	2036	2533
ENSG00000130748.7	124	150	138	89	107	149
ENSG00000130749.10	4497	5500	5018	4057	3369	4695
ENSG00000130751.10	1	5	5	3	4	4
ENSG00000130755.13	3	0	2	3	0	0
ENSG00000130758.8	147	276	255	230	147	199
ENSG00000130762.15	826	1151	1016	772	660	896
ENSG00000130764.10	777	873	877	671	595	768
ENSG00000130766.5	79	104	118	82	63	110
ENSG00000130768.15	65	96	87	73	43	66
ENSG00000130770.18	1751	1662	1656	943	908	1089
ENSG00000130772.14	16	4	9	12	6	6
ENSG00000130775.16	2	7	3	5	8	4
ENSG00000130779.22	7992	9587	8825	9176	6938	9264
ENSG00000130783.14	9	12	6	13	11	6
ENSG00000130787.14	1411	1828	1924	1412	1148	1537
ENSG00000130803.15	379	459	445	522	329	451
ENSG00000130810.20	8	8	11	8	5	8
ENSG00000130811.12	2077	2313	2172	1689	1348	1656
ENSG00000130812.11	9	4	1	0	4	0
ENSG00000130813.18	18	28	28	19	22	19
ENSG00000130816.17	7663	8928	8182	7431	6804	8575
ENSG00000130818.12	2	2	2	1	5	2
ENSG00000130821.17	65	75	68	79	69	93
ENSG00000130822.16	1	0	1	3	2	3
ENSG00000130826.19	7158	8714	7999	5965	5399	7397
ENSG00000130827.6	743	1029	1058	1192	793	1045
ENSG00000130829.18	27	39	23	14	13	22
ENSG00000130830.15	6	7	13	8	10	5
ENSG00000130844.19	540	597	589	684	491	670
ENSG00000130856.18	252	350	341	323	259	322
ENSG00000130876.11	0	0	0	0	0	0
ENSG00000130881.14	538	907	768	562	481	615
ENSG00000130921.9	142	144	106	100	91	112
ENSG00000130935.10	2036	2403	2399	2347	2108	2857
ENSG00000130939.20	980	1266	1128	1101	902	1277
ENSG00000130940.15	390	504	507	434	282	378
ENSG00000130943.7	1	0	1	0	2	1
ENSG00000130948.10	0	0	0	0	0	1
ENSG00000130950.15	0	0	0	0	0	0
ENSG00000130956.14	445	445	405	398	310	425
ENSG00000130957.5	3	1	0	0	0	1
ENSG00000130958.13	0	2	0	4	1	1
ENSG00000130962.18	17	23	29	12	14	23
ENSG00000130985.17	2992	3736	3744	3038	2712	3653
ENSG00000130988.13	0	0	0	1	1	0
ENSG00000130997.16	3	3	6	4	2	5
ENSG00000131013.4	1498	1720	1508	1425	1283	1721
ENSG00000131015.5	24	33	48	22	13	16
ENSG00000131016.17	72	76	68	51	53	71
ENSG00000131018.25	148	183	156	188	153	203
ENSG00000131019.11	52	45	52	28	34	59
ENSG00000131023.13	739	828	783	979	852	1129
ENSG00000131037.15	570	615	704	599	515	675
ENSG00000131042.15	0	0	0	0	0	0
ENSG00000131043.13	91	110	121	83	57	88
ENSG00000131044.19	0	2	1	1	2	0
ENSG00000131050.11	0	2	0	0	0	0
ENSG00000131051.24	6273	6107	5954	7039	6030	7534
ENSG00000131055.5	15	31	29	17	23	21
ENSG00000131059.12	0	0	0	0	0	0
ENSG00000131061.15	88	131	139	173	100	128
ENSG00000131067.17	43	48	77	103	63	92
ENSG00000131068.4	0	0	0	0	0	0
ENSG00000131069.20	503	604	620	591	467	587
ENSG00000131080.15	30	24	24	21	20	27
ENSG00000131089.17	215	255	242	269	207	310
ENSG00000131094.4	1	7	4	5	4	6
ENSG00000131095.14	1	1	1	2	0	3
ENSG00000131096.11	0	1	0	1	0	1
ENSG00000131097.7	0	0	0	0	0	0
ENSG00000131100.13	591	611	724	378	427	467
ENSG00000131115.16	230	238	269	219	192	275
ENSG00000131116.12	357	520	413	317	279	329
ENSG00000131126.19	0	0	0	0	0	0
ENSG00000131127.14	223	239	265	385	299	413
ENSG00000131142.14	0	0	0	1	0	0
ENSG00000131143.10	7459	7017	7284	3700	4595	4656
ENSG00000131148.9	115	129	164	109	85	82
