Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000264061.1	0	0	0	0	0	0
ENSG00000264063.1	0	0	0	0	0	0
ENSG00000264064.2	0	0	0	0	0	0
ENSG00000264066.7	0	0	0	0	0	0
ENSG00000264067.1	0	0	0	0	0	0
ENSG00000264069.3	0	0	0	0	0	0
ENSG00000264070.1	0	0	0	0	0	0
ENSG00000264071.2	0	0	0	0	0	0
ENSG00000264072.1	0	0	0	0	0	0
ENSG00000264073.1	0	0	0	0	0	0
ENSG00000264075.1	0	0	0	0	0	0
ENSG00000264078.1	0	0	1	0	0	0
ENSG00000264080.1	0	0	0	0	0	0
ENSG00000264083.1	1	1	0	1	0	0
ENSG00000264084.1	0	0	0	0	0	0
ENSG00000264086.1	0	0	0	0	0	0
ENSG00000264089.1	0	0	0	0	0	0
ENSG00000264090.1	0	0	0	0	0	0
ENSG00000264092.2	0	0	0	0	0	0
ENSG00000264093.1	0	0	0	0	0	0
ENSG00000264099.1	0	0	0	0	0	0
ENSG00000264101.1	0	0	0	0	0	0
ENSG00000264102.1	0	0	0	0	0	0
ENSG00000264104.1	0	0	0	0	0	0
ENSG00000264105.1	0	0	0	0	0	0
ENSG00000264107.1	0	1	0	1	0	0
ENSG00000264108.1	0	0	0	0	0	0
ENSG00000264110.1	0	0	0	0	0	0
ENSG00000264112.1	1123	669	774	642	466	1527
ENSG00000264113.2	0	0	0	0	0	0
ENSG00000264115.1	0	0	0	0	0	0
ENSG00000264116.6	0	0	0	0	0	0
ENSG00000264119.1	0	0	0	0	0	0
ENSG00000264125.1	0	0	0	1	0	0
ENSG00000264127.1	0	0	0	0	0	0
ENSG00000264128.2	0	0	0	0	0	0
ENSG00000264131.1	0	0	0	0	0	0
ENSG00000264136.1	0	0	0	0	0	0
ENSG00000264138.1	0	0	0	0	0	0
ENSG00000264139.1	0	0	0	0	0	0
ENSG00000264141.1	0	0	0	0	0	0
ENSG00000264145.2	0	0	0	0	0	0
ENSG00000264148.1	0	1	0	1	1	0
ENSG00000264149.1	0	0	0	0	0	0
ENSG00000264150.1	0	0	0	0	0	0
ENSG00000264151.6	0	0	0	0	0	0
ENSG00000264153.1	0	0	0	0	0	0
ENSG00000264157.3	0	0	0	0	0	0
ENSG00000264158.1	0	0	0	0	0	0
ENSG00000264160.1	0	0	0	0	0	0
ENSG00000264163.1	0	0	0	0	0	0
ENSG00000264164.1	0	0	0	0	0	0
ENSG00000264167.1	0	1	0	0	0	0
ENSG00000264168.2	0	0	0	0	0	0
ENSG00000264169.2	0	4	5	3	4	3
ENSG00000264171.1	0	0	0	0	0	0
ENSG00000264172.1	0	0	0	0	0	0
ENSG00000264174.1	0	0	0	0	0	0
ENSG00000264175.1	0	0	0	0	0	0
ENSG00000264176.1	0	0	0	0	0	0
ENSG00000264177.1	5	4	8	3	5	3
ENSG00000264179.1	0	0	0	0	0	0
ENSG00000264185.1	0	0	0	0	0	0
ENSG00000264186.1	0	0	0	0	0	0
ENSG00000264187.1	0	0	0	1	1	1
ENSG00000264188.1	0	0	1	0	0	0
ENSG00000264189.1	0	0	0	0	0	0
ENSG00000264192.1	0	0	0	0	0	0
ENSG00000264193.1	0	0	0	0	0	0
ENSG00000264196.1	0	0	0	0	0	0
ENSG00000264200.1	0	0	0	0	0	0
ENSG00000264201.1	0	0	0	0	0	0
ENSG00000264202.1	0	0	0	0	0	0
ENSG00000264204.2	104	79	89	79	55	92
ENSG00000264207.1	13	12	9	5	10	9
ENSG00000264210.1	0	0	0	0	0	0
ENSG00000264211.1	0	0	0	0	0	0
ENSG00000264212.1	0	0	0	0	0	0
ENSG00000264215.1	6	5	1	1	2	1
ENSG00000264217.2	0	0	0	0	0	0
ENSG00000264218.1	0	0	0	0	0	0
ENSG00000264226.1	0	0	0	0	0	0
ENSG00000264229.1	0	0	0	0	0	0
ENSG00000264230.9	0	0	1	0	0	0
ENSG00000264232.2	0	0	0	0	0	0
ENSG00000264233.1	0	0	0	0	0	0
ENSG00000264235.6	11	30	27	187	185	172
ENSG00000264236.1	0	0	0	0	0	0
ENSG00000264240.1	0	0	0	0	0	0
ENSG00000264243.1	0	0	0	0	0	0
ENSG00000264245.1	0	0	0	0	0	0
ENSG00000264246.1	0	0	0	0	0	0
ENSG00000264247.2	136	118	119	202	206	283
ENSG00000264249.1	0	0	0	0	0	0
ENSG00000264250.2	0	0	0	0	0	0
ENSG00000264251.2	0	0	0	0	0	0
ENSG00000264254.1	0	0	0	0	0	0
ENSG00000264257.1	0	0	0	0	0	0
ENSG00000264259.1	0	0	0	0	0	0
ENSG00000264260.2	0	0	0	0	0	0
ENSG00000264262.1	0	0	0	0	0	0
ENSG00000264265.1	0	0	0	0	0	0
ENSG00000264266.1	0	0	0	0	0	0
ENSG00000264268.1	0	0	0	0	0	0
ENSG00000264269.1	3	0	0	0	0	0
ENSG00000264270.1	0	0	0	0	0	0
ENSG00000264271.2	0	0	0	0	0	0
ENSG00000264272.1	0	1	1	0	1	0
ENSG00000264273.1	0	0	0	0	0	0
ENSG00000264274.1	0	0	0	0	0	0
ENSG00000264275.1	1	0	0	0	1	1
ENSG00000264278.1	7	7	5	9	7	4
ENSG00000264279.1	0	0	0	0	0	0
ENSG00000264281.3	0	0	0	0	0	0
ENSG00000264289.1	0	0	0	0	0	0
ENSG00000264290.1	0	1	1	0	1	3
ENSG00000264292.1	0	0	0	0	0	0
ENSG00000264293.2	0	0	0	0	0	0
ENSG00000264294.1	0	0	0	0	0	0
ENSG00000264295.1	0	0	0	0	0	0
ENSG00000264296.1	0	0	0	0	0	0
ENSG00000264297.2	0	0	0	0	0	0
ENSG00000264300.1	0	0	0	0	0	0
ENSG00000264301.1	1	0	0	0	0	0
ENSG00000264304.1	0	0	0	0	0	0
ENSG00000264309.1	0	0	0	0	0	0
ENSG00000264311.1	0	1	0	0	0	0
ENSG00000264313.2	0	0	0	0	0	0
ENSG00000264314.1	0	0	0	0	0	0
ENSG00000264315.1	0	0	0	0	0	0
ENSG00000264316.1	0	0	0	0	0	0
ENSG00000264317.2	0	0	0	0	0	0
ENSG00000264319.1	0	0	0	0	0	0
ENSG00000264322.2	0	0	0	0	0	0
ENSG00000264324.1	4	2	0	1	1	1
ENSG00000264330.1	0	0	0	0	0	0
ENSG00000264334.1	0	0	0	0	0	0
ENSG00000264339.1	0	0	0	0	0	0
ENSG00000264340.1	0	0	0	0	0	0
ENSG00000264341.1	0	0	0	0	0	0
ENSG00000264342.3	0	0	0	0	0	0
ENSG00000264343.7	435	324	317	275	244	621
ENSG00000264345.2	0	0	0	0	0	0
ENSG00000264346.1	0	0	0	0	0	0
ENSG00000264349.1	0	0	0	0	0	0
ENSG00000264350.1	1	2	2	0	2	0
ENSG00000264352.2	0	0	0	0	0	0
ENSG00000264353.1	0	0	0	0	0	0
ENSG00000264354.1	0	0	0	0	0	0
ENSG00000264357.1	0	0	0	0	0	0
ENSG00000264358.1	0	0	0	0	0	0
ENSG00000264359.1	0	0	0	0	0	0
ENSG00000264364.3	2397	1402	1315	1110	959	3527
ENSG00000264365.1	0	0	0	0	0	0
ENSG00000264370.1	0	0	0	0	0	0
ENSG00000264371.1	0	0	0	0	0	0
ENSG00000264373.1	0	0	0	0	0	0
ENSG00000264377.1	0	0	0	0	0	0
ENSG00000264379.1	0	0	0	0	0	0
ENSG00000264384.2	0	0	0	0	0	0
ENSG00000264386.1	0	0	0	0	0	0
ENSG00000264387.1	0	0	0	0	0	0
ENSG00000264388.1	0	0	0	0	0	0
ENSG00000264389.1	0	0	0	0	0	0
ENSG00000264390.1	0	0	0	0	0	0
ENSG00000264391.2	0	0	0	0	0	0
ENSG00000264393.1	0	0	0	0	0	0
ENSG00000264395.1	0	0	0	0	0	0
ENSG00000264397.1	0	0	0	0	0	0
ENSG00000264399.1	0	0	0	0	0	0
ENSG00000264400.2	0	0	0	0	0	0
ENSG00000264402.1	0	0	0	0	0	0
ENSG00000264404.3	0	0	0	0	0	0
ENSG00000264405.1	0	0	0	0	0	0
ENSG00000264406.1	0	0	0	0	0	0
ENSG00000264408.1	0	0	0	0	0	0
ENSG00000264415.1	0	0	0	0	0	0
ENSG00000264417.2	0	0	0	0	0	0
ENSG00000264419.1	0	0	0	0	0	0
ENSG00000264421.1	0	0	0	0	0	0
ENSG00000264422.1	0	0	0	0	0	0
ENSG00000264423.2	0	0	0	0	0	0
ENSG00000264424.1	0	0	0	0	0	0
ENSG00000264425.1	0	0	0	0	0	0
ENSG00000264426.1	0	0	0	0	0	0
ENSG00000264429.1	0	0	0	0	0	0
ENSG00000264431.1	0	0	0	0	0	0
ENSG00000264434.2	0	0	0	0	0	0
ENSG00000264435.1	0	0	0	0	0	0
ENSG00000264438.2	0	0	0	0	0	0
ENSG00000264443.1	3	2	7	3	0	1
ENSG00000264444.1	0	0	0	0	0	0
ENSG00000264448.5	2	11	5	7	2	3
ENSG00000264449.6	0	0	0	0	0	0
ENSG00000264450.1	0	0	0	0	0	0
ENSG00000264451.1	0	0	0	0	0	0
ENSG00000264452.1	0	0	0	0	0	0
ENSG00000264456.1	68	69	50	268	249	264
ENSG00000264458.1	0	0	0	0	0	0
ENSG00000264462.1	0	0	0	0	0	0
ENSG00000264464.1	0	0	0	0	0	0
ENSG00000264468.1	0	0	0	0	0	0
ENSG00000264470.1	0	0	0	0	0	0
ENSG00000264472.4	0	0	0	0	0	0
ENSG00000264474.1	0	0	0	0	0	0
ENSG00000264475.1	0	0	0	0	0	0
ENSG00000264477.1	0	0	0	0	0	0
ENSG00000264480.1	0	0	0	0	0	0
ENSG00000264482.1	0	0	0	0	0	0
ENSG00000264483.1	0	0	0	0	0	0
ENSG00000264484.2	0	0	0	0	0	0
ENSG00000264486.1	0	0	0	0	0	0
ENSG00000264488.1	0	0	0	0	0	0
ENSG00000264490.3	0	0	0	0	0	0
ENSG00000264491.1	0	0	0	0	0	0
ENSG00000264493.1	0	0	0	0	0	0
ENSG00000264494.1	0	0	0	0	0	0
ENSG00000264495.1	0	0	0	0	0	0
ENSG00000264497.1	0	0	0	0	0	0
ENSG00000264500.1	0	0	0	0	0	0
ENSG00000264501.2	0	0	0	0	0	0
ENSG00000264503.1	0	0	0	0	0	0
ENSG00000264511.1	0	0	0	0	0	0
ENSG00000264512.2	0	0	0	0	0	0
ENSG00000264513.1	0	0	0	0	0	0
ENSG00000264514.1	0	0	0	0	0	0
ENSG00000264515.7	0	0	0	0	0	0
ENSG00000264519.2	0	0	0	0	0	0
ENSG00000264520.1	0	2	0	0	0	0
ENSG00000264522.6	1593	882	800	1037	993	3295
ENSG00000264525.1	0	0	0	0	0	0
ENSG00000264529.1	0	2	2	0	0	1
ENSG00000264530.2	0	0	0	0	0	0
ENSG00000264534.3	0	0	0	0	0	0
ENSG00000264536.1	0	0	0	0	0	0
ENSG00000264538.8	1	2	0	0	0	2
ENSG00000264539.1	0	0	0	0	0	0
ENSG00000264540.2	0	0	0	0	0	0
ENSG00000264545.2	1	2	2	1	1	0
ENSG00000264546.1	53	35	32	26	11	21
ENSG00000264548.1	20	0	0	1	0	10
ENSG00000264549.1	0	0	0	0	0	0
ENSG00000264553.1	0	0	0	0	0	0
ENSG00000264554.2	1	0	0	0	0	0
ENSG00000264556.1	0	0	0	0	0	0
ENSG00000264557.1	0	0	0	0	0	0
ENSG00000264558.1	1	0	0	2	1	4
ENSG00000264559.1	0	0	0	0	0	0
ENSG00000264563.1	0	0	0	0	0	0
ENSG00000264564.1	0	0	0	0	0	0
ENSG00000264566.3	0	0	0	0	0	0
ENSG00000264569.2	7	9	18	6	7	7
ENSG00000264570.1	0	1	1	0	0	0
ENSG00000264571.1	0	0	0	0	0	0
ENSG00000264572.1	0	0	0	0	0	0
ENSG00000264573.2	0	0	0	0	0	1
ENSG00000264574.1	0	0	0	0	0	0
ENSG00000264575.1	3	4	4	18	19	37
ENSG00000264577.1	6	0	4	0	3	10
ENSG00000264578.1	6	1	1	0	2	3
ENSG00000264580.1	0	0	0	0	0	0
ENSG00000264582.2	1	0	0	0	0	1
ENSG00000264583.1	0	0	0	0	0	0
ENSG00000264585.1	0	0	0	0	0	0
ENSG00000264587.5	0	0	0	0	0	0
ENSG00000264589.5	9	0	6	0	1	0
ENSG00000264591.1	0	0	0	0	0	0
ENSG00000264592.2	0	0	0	0	0	0
ENSG00000264595.1	0	0	0	0	0	0
ENSG00000264596.1	0	0	0	0	0	0
ENSG00000264598.1	0	0	0	0	0	0
ENSG00000264602.1	0	0	0	0	0	0
ENSG00000264603.1	0	0	0	0	0	0
ENSG00000264607.1	0	0	0	0	0	0
ENSG00000264610.1	0	0	0	0	0	0
ENSG00000264613.2	0	0	0	0	0	0
ENSG00000264614.1	0	0	0	0	0	0
ENSG00000264615.2	0	0	0	0	0	0
ENSG00000264616.1	0	0	0	0	0	0
ENSG00000264617.1	0	0	0	0	0	0
ENSG00000264618.2	4	2	5	1	5	3
ENSG00000264619.6	0	0	0	0	0	0
ENSG00000264621.1	0	0	0	0	0	0
ENSG00000264622.1	0	0	0	0	0	0
ENSG00000264623.3	0	0	0	0	0	0
ENSG00000264630.5	0	0	0	0	0	0
ENSG00000264633.1	0	0	0	0	0	0
ENSG00000264634.1	0	0	0	0	0	0
ENSG00000264635.1	35	41	46	25	23	40
ENSG00000264638.1	0	0	0	0	0	0
ENSG00000264640.1	0	0	0	0	0	0
ENSG00000264643.1	0	0	0	0	0	0
ENSG00000264644.1	0	0	0	0	0	0
ENSG00000264646.1	0	0	0	0	0	0
ENSG00000264647.1	0	0	0	0	0	0
ENSG00000264653.1	0	0	0	0	0	0
ENSG00000264655.1	1	1	1	1	1	0
ENSG00000264657.1	0	0	0	0	0	0
ENSG00000264658.1	0	0	0	0	0	0
ENSG00000264659.2	0	0	0	0	0	0
ENSG00000264660.2	0	0	1	0	3	3
ENSG00000264661.3	0	0	0	0	0	0
ENSG00000264662.1	0	0	0	0	0	0
ENSG00000264663.1	0	0	0	0	0	0
ENSG00000264666.3	6	5	5	5	8	5
ENSG00000264668.2	0	0	1	0	0	0
ENSG00000264672.6	67	83	84	53	63	38
ENSG00000264673.1	0	0	0	0	0	0
ENSG00000264675.1	0	0	0	0	0	0
ENSG00000264676.2	0	0	0	0	0	0
ENSG00000264678.1	0	0	0	0	0	0
ENSG00000264684.1	0	0	0	0	0	0
ENSG00000264685.1	0	0	0	0	0	0
ENSG00000264688.2	0	0	0	0	0	0
ENSG00000264689.1	0	0	0	0	0	0
ENSG00000264692.1	0	0	0	0	0	0
ENSG00000264693.1	0	0	0	0	0	0
ENSG00000264695.1	0	0	0	0	0	0
ENSG00000264697.1	0	0	0	0	0	0
ENSG00000264698.1	0	0	0	0	0	0
ENSG00000264699.2	0	0	0	0	0	0
ENSG00000264701.1	0	0	0	0	0	0
ENSG00000264703.1	0	0	0	0	0	0
ENSG00000264704.1	0	0	0	0	0	0
ENSG00000264705.1	0	0	0	0	0	0
ENSG00000264706.2	0	1	0	0	1	0
ENSG00000264707.1	0	0	0	0	0	0
ENSG00000264712.3	0	0	0	0	0	0
ENSG00000264714.1	4	13	2	4	2	6
ENSG00000264717.6	0	0	0	0	0	0
ENSG00000264720.3	0	0	0	0	0	0
ENSG00000264722.1	0	0	0	0	0	0
ENSG00000264725.1	0	0	0	0	0	0
ENSG00000264727.1	0	0	0	0	0	0
ENSG00000264729.1	0	0	0	0	0	0
ENSG00000264732.1	0	0	0	0	0	0
ENSG00000264733.1	0	0	0	0	0	0
ENSG00000264734.1	0	0	0	0	0	0
ENSG00000264735.1	0	0	0	0	0	0
ENSG00000264736.1	0	0	0	0	0	0
ENSG00000264737.1	0	0	0	0	0	0
ENSG00000264739.1	0	0	0	0	0	0
ENSG00000264741.1	0	0	0	0	0	0
ENSG00000264743.2	14	5	5	4	8	9
ENSG00000264744.1	0	0	0	0	0	0
ENSG00000264745.1	0	0	0	0	0	0
ENSG00000264747.1	0	0	0	0	0	0
ENSG00000264750.1	0	0	0	0	0	0
ENSG00000264754.1	1	0	1	0	0	1
ENSG00000264755.1	0	0	0	0	0	0
ENSG00000264757.1	0	0	0	0	0	0
ENSG00000264760.1	0	0	0	0	0	0
ENSG00000264763.1	0	0	0	0	0	0
ENSG00000264764.1	0	0	0	0	0	0
ENSG00000264765.1	0	0	0	0	0	0
ENSG00000264767.2	0	0	0	1	0	0
ENSG00000264769.1	0	1	0	1	1	1
ENSG00000264772.6	49	42	40	46	35	41
ENSG00000264773.1	0	0	0	0	0	0
ENSG00000264775.1	0	0	0	0	0	0
ENSG00000264777.1	0	0	0	0	0	0
ENSG00000264778.1	0	0	0	0	0	0
ENSG00000264781.1	0	0	0	0	0	0
ENSG00000264785.1	0	0	0	0	0	0
ENSG00000264788.1	0	0	0	0	0	0
ENSG00000264790.1	0	0	0	0	0	0
ENSG00000264791.1	0	0	0	0	0	0
ENSG00000264792.1	0	0	0	0	0	0
ENSG00000264793.1	0	0	0	0	0	0
ENSG00000264796.1	0	0	0	0	0	0
ENSG00000264800.1	0	0	0	0	0	0
ENSG00000264801.1	0	0	0	0	0	0
ENSG00000264802.1	0	0	0	0	0	0
ENSG00000264803.1	0	0	0	0	0	0
ENSG00000264808.2	6	3	7	3	4	8
ENSG00000264809.2	0	0	0	0	0	0
ENSG00000264810.1	0	0	0	0	0	0
ENSG00000264812.1	2	7	3	1	3	0
ENSG00000264813.6	0	0	0	0	0	0
ENSG00000264814.1	0	0	0	0	0	0
ENSG00000264823.3	0	0	0	0	0	0
ENSG00000264824.1	0	0	0	0	0	0
ENSG00000264825.1	0	0	0	0	0	0
ENSG00000264829.1	0	0	0	0	0	0
ENSG00000264833.1	0	0	0	0	0	0
ENSG00000264834.1	0	0	0	0	0	0
ENSG00000264837.1	0	0	0	0	0	0
ENSG00000264840.1	0	0	0	0	0	0
ENSG00000264843.1	0	0	0	0	0	0
ENSG00000264845.2	0	0	0	0	0	0
ENSG00000264846.1	0	0	0	0	0	0
ENSG00000264847.1	0	0	0	0	0	0
ENSG00000264850.1	0	0	0	0	0	0
ENSG00000264853.1	61	67	50	11	12	40
ENSG00000264857.1	0	0	0	0	0	0
ENSG00000264859.6	0	0	0	0	0	0
ENSG00000264860.1	0	0	0	0	0	0
ENSG00000264862.2	2	0	0	0	1	0
ENSG00000264864.1	0	0	0	0	0	0
ENSG00000264866.2	0	0	0	0	0	0
ENSG00000264869.2	0	0	0	0	0	0
ENSG00000264874.1	0	0	0	0	0	0
ENSG00000264876.2	0	0	0	0	0	0
ENSG00000264879.2	0	0	0	0	0	0
ENSG00000264880.1	0	0	0	0	0	0
ENSG00000264881.1	0	0	0	0	0	0
ENSG00000264887.1	0	0	0	0	0	0
ENSG00000264892.1	0	0	0	0	0	0
ENSG00000264893.1	0	0	0	0	0	0
ENSG00000264895.1	21	19	17	2	2	25
ENSG00000264897.1	0	0	0	0	0	0
ENSG00000264901.1	0	0	0	0	0	0
ENSG00000264902.1	0	0	0	0	0	0
ENSG00000264906.1	0	0	0	0	0	0
ENSG00000264907.1	3	0	4	0	1	5
ENSG00000264909.1	0	0	0	0	0	0
ENSG00000264910.2	0	0	0	0	0	0
ENSG00000264911.1	1	0	0	1	1	1
ENSG00000264914.1	0	0	0	0	0	0
ENSG00000264915.1	0	0	0	0	0	0
ENSG00000264916.2	1	4	3	2	4	3
ENSG00000264920.4	52	98	69	43	62	67
ENSG00000264922.1	0	0	0	0	0	0
ENSG00000264924.1	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0
ENSG00000264930.1	0	0	0	0	0	0
ENSG00000264931.1	0	0	0	0	0	0
ENSG00000264932.3	0	0	0	0	1	0
ENSG00000264933.2	0	0	0	0	0	0
ENSG00000264934.1	0	0	0	0	0	0
ENSG00000264937.1	0	0	0	0	0	0
ENSG00000264940.5	2	0	2	1	3	4
ENSG00000264941.1	0	0	0	0	0	0
ENSG00000264943.1	13	5	9	10	1	3
ENSG00000264947.1	0	0	0	0	0	0
ENSG00000264951.1	0	0	0	0	0	0
ENSG00000264954.2	1	0	0	0	0	0
ENSG00000264955.1	0	0	0	0	0	0
ENSG00000264956.2	0	0	0	0	0	0
ENSG00000264958.2	0	0	0	0	0	0
ENSG00000264960.1	0	0	0	0	0	0
ENSG00000264961.1	0	0	0	0	0	0
ENSG00000264963.2	0	0	0	0	0	0
ENSG00000264964.2	37	36	51	50	30	31
ENSG00000264966.1	0	0	0	0	0	0
ENSG00000264968.1	0	0	0	0	0	0
ENSG00000264970.2	0	0	0	0	0	0
ENSG00000264971.1	0	0	0	0	0	0
ENSG00000264974.1	0	0	0	0	0	0
ENSG00000264975.1	0	0	0	0	0	0
ENSG00000264978.2	1	0	1	0	1	0
ENSG00000264979.1	0	0	0	0	0	0
ENSG00000264982.1	5	3	0	8	7	7
ENSG00000264984.1	0	0	0	0	0	0
ENSG00000264985.4	0	0	0	0	0	0
ENSG00000264986.1	0	0	0	0	0	0
ENSG00000264990.1	0	0	0	0	0	0
ENSG00000264994.1	0	0	0	0	0	0
ENSG00000264997.1	0	0	0	0	0	0
ENSG00000264998.1	0	0	0	0	0	0
ENSG00000264999.1	0	0	0	0	0	0
ENSG00000265000.1	18	1	13	6	4	16
ENSG00000265003.1	0	0	0	0	0	0
ENSG00000265005.1	0	0	0	0	0	0
ENSG00000265007.1	0	0	0	0	0	0
ENSG00000265008.1	3	2	1	2	1	0
ENSG00000265010.1	0	0	0	0	0	1
ENSG00000265013.1	0	0	0	0	0	0
ENSG00000265014.1	0	0	0	0	0	0
ENSG00000265015.1	0	0	0	0	0	1
ENSG00000265018.7	0	0	0	0	0	0
ENSG00000265019.1	0	0	0	0	0	0
ENSG00000265028.1	0	0	0	0	0	0
ENSG00000265031.1	0	0	0	0	0	0
ENSG00000265033.2	0	0	0	0	0	0
ENSG00000265038.1	0	0	0	0	0	0
ENSG00000265041.1	0	0	0	0	0	0
ENSG00000265043.1	0	0	0	0	0	0
ENSG00000265046.1	0	0	0	0	0	0
ENSG00000265048.1	0	0	0	0	0	0
ENSG00000265052.2	0	0	1	0	0	0
ENSG00000265055.2	24	22	28	19	17	12
ENSG00000265056.1	0	0	0	0	0	0
ENSG00000265057.1	0	0	0	0	0	0
ENSG00000265059.1	0	0	0	0	0	0
ENSG00000265060.3	0	0	0	0	0	0
ENSG00000265061.1	0	0	0	0	0	0
ENSG00000265064.1	0	0	0	0	0	0
ENSG00000265069.1	0	0	0	0	0	0
ENSG00000265071.2	0	0	0	0	0	0
ENSG00000265073.1	1	2	1	7	1	2
ENSG00000265074.1	0	0	0	0	0	0
ENSG00000265075.1	0	0	0	0	0	0
ENSG00000265078.2	6	5	7	1	7	5
ENSG00000265083.1	0	0	0	0	0	0
ENSG00000265089.1	0	0	0	0	0	0
ENSG00000265091.5	0	0	0	0	2	0
ENSG00000265092.1	0	0	0	0	0	0
ENSG00000265093.2	2	0	0	0	0	0
ENSG00000265094.1	0	0	0	0	0	1
ENSG00000265095.1	6	1	0	1	0	1
ENSG00000265096.3	0	0	0	0	0	0
ENSG00000265097.1	0	0	0	0	0	0
ENSG00000265098.3	0	0	0	0	0	0
ENSG00000265099.1	0	0	0	0	0	0
ENSG00000265100.2	61	85	65	86	83	62
ENSG00000265101.1	0	0	0	0	0	0
ENSG00000265102.1	0	0	0	0	0	0
ENSG00000265105.1	0	0	0	0	0	0
ENSG00000265107.3	0	0	0	0	0	1
ENSG00000265110.1	0	0	0	0	0	0
ENSG00000265112.1	0	0	0	0	0	0
ENSG00000265113.1	1	1	1	0	0	0
ENSG00000265115.1	0	0	0	0	0	0
ENSG00000265116.1	0	0	0	0	0	0
ENSG00000265118.5	0	0	0	0	0	0
ENSG00000265121.1	0	0	0	0	0	0
ENSG00000265123.2	0	1	1	0	1	1
ENSG00000265125.5	0	0	0	0	0	0
ENSG00000265126.1	0	0	0	0	0	0
ENSG00000265128.1	0	0	0	0	0	0
ENSG00000265134.1	0	0	0	0	0	0
ENSG00000265135.1	0	0	0	0	0	0
ENSG00000265136.1	0	0	0	0	0	0
ENSG00000265137.3	0	0	0	0	0	0
ENSG00000265138.1	0	0	0	0	0	0
ENSG00000265139.1	0	0	0	0	0	0
ENSG00000265140.1	0	0	0	0	0	0
ENSG00000265141.2	0	0	0	0	0	0
ENSG00000265142.9	1	0	0	0	0	0
ENSG00000265144.1	0	0	0	0	0	0
ENSG00000265145.1	0	0	0	0	0	0
ENSG00000265148.7	18	13	15	31	18	19
ENSG00000265154.1	0	0	0	0	0	0
ENSG00000265156.1	0	0	0	0	0	0
ENSG00000265158.2	2	0	0	2	0	0
ENSG00000265159.2	0	0	0	0	0	0
ENSG00000265160.1	0	0	0	0	0	0
ENSG00000265163.1	0	0	0	0	0	0
ENSG00000265164.1	0	0	0	0	0	0
ENSG00000265165.1	0	0	0	0	0	0
ENSG00000265168.1	1	0	2	1	0	0
ENSG00000265170.2	0	0	0	0	0	0
ENSG00000265172.1	0	0	0	0	0	0
ENSG00000265174.3	0	0	0	0	0	0
ENSG00000265176.1	0	0	0	0	0	0
ENSG00000265178.1	0	0	0	0	0	0
ENSG00000265179.9	1	2	0	0	0	0
ENSG00000265180.1	0	0	0	0	0	0
ENSG00000265181.1	0	0	0	0	0	0
ENSG00000265182.1	0	0	0	0	0	1
ENSG00000265185.6	184	269	288	313	289	215
ENSG00000265188.1	0	0	0	0	0	0
ENSG00000265190.7	1	0	1	0	0	0
ENSG00000265193.1	0	0	0	0	0	0
ENSG00000265194.1	0	0	0	0	0	0
ENSG00000265195.1	0	0	0	0	0	0
ENSG00000265201.1	0	0	0	0	0	0
ENSG00000265203.2	1	0	0	0	0	0
ENSG00000265204.1	0	0	1	0	0	0
ENSG00000265205.1	1	0	0	0	0	1
ENSG00000265206.6	0	1	0	0	0	0
ENSG00000265210.1	0	0	0	0	0	0
ENSG00000265213.1	0	0	0	0	0	0
ENSG00000265214.1	0	0	0	0	0	0
ENSG00000265215.1	0	0	0	0	0	0
ENSG00000265217.2	0	0	0	0	0	0
ENSG00000265218.1	4	0	2	0	2	1
ENSG00000265222.1	2	0	0	0	0	0
ENSG00000265223.1	0	0	0	0	0	0
ENSG00000265226.1	0	0	0	0	0	0
ENSG00000265227.1	0	0	0	0	0	0
ENSG00000265233.1	0	0	0	0	0	0
ENSG00000265236.1	0	0	0	0	0	0
ENSG00000265237.1	0	0	0	0	0	0
ENSG00000265240.1	0	0	0	0	0	0
ENSG00000265241.8	3318	2127	2142	1566	1417	3888
ENSG00000265243.1	0	0	0	0	1	0
ENSG00000265246.1	49	62	53	75	73	38
ENSG00000265247.1	0	0	0	0	0	0
ENSG00000265248.1	0	0	0	0	0	0
ENSG00000265251.1	0	0	0	0	0	0
ENSG00000265252.1	0	0	0	0	0	0
ENSG00000265253.1	0	0	0	0	0	0
ENSG00000265254.1	1	0	0	1	0	0
ENSG00000265255.1	0	0	0	0	0	0
ENSG00000265257.5	0	0	0	0	0	0
ENSG00000265258.1	0	0	0	0	0	0
ENSG00000265260.2	0	0	0	0	0	0
ENSG00000265261.1	0	0	0	0	0	0
ENSG00000265262.1	0	0	0	0	0	0
ENSG00000265265.1	0	0	0	0	0	0
ENSG00000265272.2	0	0	0	0	0	0
ENSG00000265273.1	1	0	0	0	0	0
ENSG00000265278.1	0	0	0	0	0	0
ENSG00000265279.1	0	0	0	0	0	0
ENSG00000265281.1	0	0	0	0	0	0
ENSG00000265282.1	2	0	0	0	0	1
ENSG00000265284.1	0	0	0	0	0	0
ENSG00000265287.2	5	0	1	0	1	3
ENSG00000265289.1	0	0	0	0	0	0
ENSG00000265291.1	0	0	0	0	0	0
ENSG00000265293.2	0	0	0	0	0	0
